1.0000,2.2541,2.0142
1.0000,3.0630,3.5071
1.0000,2.7079,2.3684
1.0000,3.3393,3.2794
1.0000,3.5760,4.2409
1.0000,4.4244,4.4939
1.0000,4.5625,5.2530
1.0000,5.2333,4.6457
1.0000,4.9176,4.1650
1.0000,5.0952,5.1518
1.0000,6.3184,4.1903
1.0000,5.5687,4.1144
1.0000,6.5552,3.0516
1.0000,3.7141,3.9372
1.0000,3.7930,4.9241
1.0000,4.8782,4.0132
1.0000,4.3849,3.4059
1.0000,4.5625,4.3421
1.0000,5.2925,4.5192
1.0000,6.0620,4.5951
1.0000,5.7857,3.6842
1.0000,4.8387,3.0516
1.0000,3.8128,2.6721
1.0000,3.0630,2.2419
1.0000,2.7868,1.5334
1.0000,4.9176,1.7864
1.0000,6.4171,2.4696
1.0000,5.8252,2.8745
1.0000,6.8511,3.4059
1.0000,7.9560,2.4696
1.0000,7.3247,5.0506
1.0000,6.2198,5.1265
1.0000,6.1606,3.8107
1.0000,5.4503,3.0769
1.0000,4.5033,2.2672
1.0000,4.0298,1.2298
1.0000,2.6882,1.2298
1.0000,1.8595,1.0779
1.0000,1.6622,1.0779
1.0000,1.8793,1.6599
1.0000,1.2676,0.8755
1.0000,1.5241,1.7358
1.0000,2.3922,2.6974
1.0000,2.9447,2.8492
1.0000,3.4182,4.0638
1.0000,4.0298,4.5192
1.0000,4.4836,4.9494
1.0000,5.5095,5.0759
1.0000,6.4565,4.8735
1.0000,7.0484,4.3674
-1.0000,1.2084,3.8360
-1.0000,1.1295,3.1528
-1.0000,1.6228,4.0891
-1.0000,1.8793,4.7976
-1.0000,2.8855,5.5820
-1.0000,2.0174,5.3796
-1.0000,2.9249,6.3664
-1.0000,3.6549,6.1387
-1.0000,3.1814,5.8603
-1.0000,4.4638,6.2399
-1.0000,3.7338,6.6953
-1.0000,4.5625,6.7460
-1.0000,5.3517,6.3664
-1.0000,5.7265,6.6953
-1.0000,6.8117,6.4676
-1.0000,7.3247,6.1134
-1.0000,7.8574,6.4423
-1.0000,5.6082,7.6569
-1.0000,6.9498,7.4545
-1.0000,8.8438,6.3158
-1.0000,8.1138,6.0881
-1.0000,8.5479,7.2520
-1.0000,8.8044,5.4555
-1.0000,9.1398,5.3543
-1.0000,9.5146,5.8603
-1.0000,9.1595,6.8978
-1.0000,9.7514,6.4423
-1.0000,9.8895,5.0253
-1.0000,8.9228,6.1640
-1.0000,8.4887,6.8472
-1.0000,8.0349,6.8219
-1.0000,7.3049,6.8472
-1.0000,6.3974,7.2267
-1.0000,5.7857,6.8219
-1.0000,5.1347,6.9484
-1.0000,4.6217,6.9484
-1.0000,4.0101,7.0496
-1.0000,4.0495,6.1893
-1.0000,1.5241,6.1893
-1.0000,1.2479,5.4808
-1.0000,0.8928,2.4190
-1.0000,0.8730,3.6336
-1.0000,1.2479,4.6964
-1.0000,1.9582,6.4676
-1.0000,2.2936,6.1640
-1.0000,3.0630,7.2267
-1.0000,2.4711,5.3543
-1.0000,2.1357,4.3674
-1.0000,1.7806,5.7338
-1.0000,6.2001,6.4929
